Time, Strain,
269414.000000,0.000000
269416.000000,0.000000
269417.000000,0.000000
269418.000000,0.000000
269419.000000,0.000000
269420.000000,0.000000
269421.000000,0.000000
269425.000000,0.000000
269426.000000,0.000000
269427.000000,0.000000
269428.000000,0.000000
269429.000000,0.000000
269430.000000,0.000000
269431.000000,0.000000
269432.000000,0.000000
269433.000000,0.000000
269439.000000,0.000000
269440.000000,0.000000
269441.000000,0.000000
269442.000000,0.000000
269443.000000,0.000000
269447.000000,0.000000
269448.000000,0.000000
269449.000000,0.000000
269450.000000,0.000000
269451.000000,0.000000
269453.000000,0.000000
269454.000000,0.000000
269455.000000,0.000000
269456.000000,0.000000
269457.000000,0.000000
269458.000000,0.000000
269459.000000,0.000000
269460.000000,0.000000
269461.000000,0.000000
269462.000000,0.000000
269464.000000,0.000000
269465.000000,0.000000
269469.000000,0.000000
269470.000000,0.000000
269471.000000,0.000000
269472.000000,0.000000
269473.000000,0.000000
269474.000000,0.000000
269475.000000,0.000000
269476.000000,0.000000
269477.000000,0.000000
269478.000000,0.000000
269479.000000,0.000000
269481.000000,0.000000
269482.000000,0.000000
269483.000000,0.000000
269484.000000,0.000000
269485.000000,0.000000
269486.000000,0.000000
269487.000000,0.000000
269488.000000,0.000000
269489.000000,0.000000
269490.000000,0.000000
269491.000000,0.000000
269492.000000,0.000000
269493.000000,0.000000
269494.000000,0.000000
269495.000000,0.000000
269496.000000,0.000000
269497.000000,0.000000
269498.000000,0.000000
269499.000000,0.000000
269500.000000,0.000000
269505.000000,0.000000
269506.000000,0.000000
269507.000000,0.000000
269508.000000,0.000000
269509.000000,0.000000
269510.000000,0.000000
269511.000000,0.000000
269512.000000,0.000000
269513.000000,0.000000
269514.000000,0.000000
269515.000000,0.000000
269516.000000,0.000000
269518.000000,0.000000
269519.000000,0.000000
269520.000000,0.000000
269521.000000,0.000000
269522.000000,0.000000
269523.000000,0.000000
269524.000000,0.000000
269528.000000,0.000000
269529.000000,0.000000
269530.000000,0.000000
269531.000000,0.000000
269532.000000,0.000000
269533.000000,0.000000
269535.000000,0.000000
269536.000000,0.000000
269540.000000,0.000000
269541.000000,0.000000
269542.000000,0.000000
269543.000000,0.000000
269544.000000,0.000000
269545.000000,0.000000
269546.000000,0.000000
269547.000000,0.000000
269548.000000,0.000000
269550.000000,0.000000
269551.000000,0.000000
269552.000000,0.000000
269553.000000,0.000000
269554.000000,0.000000
269555.000000,0.000000
269556.000000,0.000000
269557.000000,0.000000
269558.000000,0.000000
269559.000000,0.000000
269560.000000,0.000000
269561.000000,0.000000
269562.000000,0.000000
269564.000000,0.000000
269566.000000,0.000000
269567.000000,0.000000
269568.000000,0.000000
269569.000000,0.000000
269570.000000,0.000000
269571.000000,0.000000
269572.000000,0.000000
269573.000000,0.000000
269574.000000,0.000000
269575.000000,0.000000
269576.000000,0.000000
269577.000000,0.000000
269578.000000,0.000000
269579.000000,0.000000
269581.000000,0.000000
269582.000000,0.000000
269583.000000,0.000000
269584.000000,0.000000
269585.000000,0.000000
269586.000000,0.000000
269587.000000,0.000000
269588.000000,0.000000
269589.000000,0.000000
269591.000000,0.000000
269592.000000,0.000000
269593.000000,0.000000
269594.000000,0.000000
269595.000000,0.000000
269596.000000,0.000000
269597.000000,0.000000
269598.000000,0.000000
269599.000000,0.000000
269600.000000,0.000000
269601.000000,0.000000
269602.000000,0.000000
269603.000000,0.000000
269604.000000,0.000000
269605.000000,0.000000
269606.000000,0.000000
269607.000000,0.000000
269608.000000,0.000000
269609.000000,0.000000
269610.000000,0.000000
269611.000000,0.000000
269612.000000,0.000000
269613.000000,0.000000
269614.000000,0.000000
269616.000000,0.000000
269617.000000,0.000000
269618.000000,0.000000
269621.000000,0.000000
269622.000000,0.000000
269623.000000,0.000000
269624.000000,0.000000
269625.000000,0.000000
269626.000000,0.000000
269630.000000,0.000000
269631.000000,0.000000
269632.000000,0.000000
269633.000000,0.000000
269634.000000,0.000000
269635.000000,0.000000
269637.000000,0.000000
269638.000000,0.000000
269639.000000,0.000000
269640.000000,0.000000
269641.000000,0.000000
269650.000000,0.000000
269651.000000,0.000000
269652.000000,0.000000
269653.000000,0.000000
269654.000000,0.000000
269656.000000,0.000000
269657.000000,0.000000
269658.000000,0.000000
269659.000000,0.000000
269660.000000,0.000000
269661.000000,0.000000
269662.000000,0.000000
269663.000000,0.000000
269664.000000,0.000000
269665.000000,0.000000
269668.000000,0.000000
269669.000000,0.000000
269670.000000,0.000000
269671.000000,0.000000
269672.000000,0.000000
269673.000000,0.000000
269674.000000,0.000000
269675.000000,0.000000
269676.000000,0.000000
269677.000000,0.000000
269678.000000,0.000000
269679.000000,0.000000
269684.000000,0.000000
269685.000000,0.000000
269686.000000,0.000000
269687.000000,0.000000
269688.000000,0.000000
269689.000000,0.000000
269690.000000,0.000000
269691.000000,0.000000
269692.000000,0.000000
269693.000000,0.000000
269696.000000,0.000000
269697.000000,0.000000
269698.000000,0.000000
269699.000000,0.000000
269700.000000,0.000000
269701.000000,0.000000
269703.000000,0.000000
269704.000000,0.000000
